,Bath County,Boyd County,Bracken County,Breathitt County,Carter County,Elliott County,Fleming County,Floyd County,Greenup County,Johnson County,Knott County,Lawrence County,Lee County,Leslie County,Letcher County,Lewis County,Magoffin County,Martin County,Mason County,Menifee County,Montgomery County,Morgan County,Owsley County,Perry County,Pike County,Robertson County,Rowan County,Wolfe County
    Total Families,"3,379","12,022","2,227","3,582","6,652","1,524","3,997","9,976","9,623","6,276","3,796","3,891","1,597","2,324","5,495","3,163","2,982","2,581","4,400","1,526","7,490","3,199",842,"7,746","15,882",542,"5,399","1,591"
